ssn,age,education,marital-status,relationship,sex,income
023-86-3636,25.0,Some-college,Never-married,,Male,
833-69-1645,73.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
640-54-0539,30.0,,Never-married,Not-in-family,,<=50K
825-67-5674,45.0,,,Not-in-family,Female,
058-63-0221,46.0,,Married-civ-spouse,Husband,,>50K
597-94-2259,20.0,Some-college,Never-married,Own-child,Male,
997-57-3709,22.0,HS-grad,Married-civ-spouse,Wife,Female,
753-40-9090,22.0,7th-8th,Never-married,Own-child,Female,<=50K
550-46-0687,50.0,,Never-married,Other-relative,Female,<=50K
509-33-6608,32.0,,Divorced,,,<=50K
108-04-6682,52.0,,Married-civ-spouse,,,>50K
983-93-7345,77.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
399-38-5748,41.0,,Never-married,Not-in-family,,
190-14-1277,38.0,HS-grad,,Husband,Male,
266-12-4078,35.0,Some-college,,Husband,,
708-10-8107,19.0,,Never-married,Not-in-family,,<=50K
069-77-8869,35.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
064-92-6289,37.0,,Divorced,Not-in-family,Female,<=50K
871-49-8770,62.0,Prof-school,Married-civ-spouse,Husband,Male,
079-14-6191,37.0,HS-grad,Never-married,Not-in-family,,
214-03-5626,66.0,,Married-civ-spouse,Husband,Male,>50K
686-30-2210,,Assoc-acdm,Widowed,,Male,<=50K
463-35-9950,65.0,,Separated,Not-in-family,,<=50K
506-97-1743,49.0,Bachelors,Married-civ-spouse,Wife,,
810-90-2947,30.0,HS-grad,Never-married,Not-in-family,Male,<=50K
720-05-5281,42.0,,,Husband,Male,
419-34-8893,22.0,HS-grad,Never-married,Not-in-family,Female,<=50K
924-69-2873,30.0,,,Own-child,,
632-21-7444,40.0,,Divorced,Not-in-family,Female,
805-71-2529,65.0,Assoc-acdm,Never-married,Own-child,,<=50K
829-08-4765,29.0,Doctorate,,,,
866-27-7640,54.0,Bachelors,,Husband,,
180-83-5380,19.0,,,Not-in-family,Female,<=50K
894-80-9581,43.0,Some-college,Divorced,,Male,
269-37-9606,25.0,,Never-married,Own-child,Female,<=50K
504-42-2603,40.0,HS-grad,Married-civ-spouse,,Female,>50K
842-04-5453,,Doctorate,,Not-in-family,Male,<=50K
143-58-1080,56.0,10th,Married-civ-spouse,Husband,Male,>50K
621-49-8770,54.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
328-31-6952,27.0,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
921-52-9483,54.0,10th,Married-civ-spouse,Husband,,<=50K
632-12-5306,17.0,,Never-married,Own-child,Male,<=50K
976-71-9900,55.0,HS-grad,Married-civ-spouse,Husband,,
787-83-7837,,Some-college,Never-married,Not-in-family,,<=50K
523-92-5060,33.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
480-22-1129,18.0,HS-grad,Never-married,Own-child,,<=50K
512-99-1399,22.0,Bachelors,Never-married,Own-child,Female,<=50K
360-44-2260,18.0,Some-college,Never-married,,,<=50K
410-59-5822,19.0,HS-grad,Never-married,Other-relative,,
376-75-0613,24.0,9th,Married-civ-spouse,,,<=50K
415-93-9803,34.0,Some-college,Never-married,Not-in-family,Male,
283-84-5208,34.0,7th-8th,Widowed,Not-in-family,,
949-84-6436,60.0,Bachelors,,,Female,
922-75-7984,22.0,,,,,<=50K
015-54-0540,50.0,Bachelors,Divorced,Not-in-family,Male,
085-87-2235,24.0,12th,,Unmarried,,
824-23-2185,25.0,Assoc-voc,Never-married,,Male,<=50K
592-56-7566,39.0,Masters,Married-civ-spouse,Husband,Male,>50K
134-73-5872,33.0,,,Husband,Male,
625-39-9262,21.0,,Divorced,Own-child,,<=50K
667-69-0417,29.0,HS-grad,,Husband,,
727-64-1276,23.0,,Married-civ-spouse,Husband,Male,
534-61-3021,49.0,HS-grad,Never-married,Not-in-family,,<=50K
836-02-5797,40.0,,,Husband,,<=50K
195-73-0958,40.0,Some-college,Married-civ-spouse,Husband,Male,
861-24-0785,49.0,,Married-civ-spouse,Wife,Female,<=50K
221-16-0933,22.0,Assoc-acdm,Widowed,,Female,<=50K
502-27-2726,55.0,,,Husband,,<=50K
693-76-5355,31.0,7th-8th,,Not-in-family,Male,
651-65-8476,27.0,Some-college,Divorced,Not-in-family,Female,<=50K
597-05-1596,31.0,,,,Male,<=50K
960-65-7247,21.0,,Married-civ-spouse,Own-child,Male,
554-17-6903,44.0,HS-grad,Married-civ-spouse,Husband,Male,
420-45-4545,58.0,HS-grad,,Husband,Male,<=50K
111-48-6486,46.0,Some-college,Married-civ-spouse,Husband,Male,
346-62-1621,41.0,HS-grad,Never-married,Unmarried,Female,
864-49-6313,,HS-grad,Married-civ-spouse,Husband,Male,
753-47-0515,46.0,HS-grad,Widowed,Not-in-family,Male,<=50K
376-99-6314,36.0,,,Husband,Male,
048-74-0786,18.0,Assoc-voc,Never-married,Own-child,,<=50K
275-21-4987,30.0,,Married-civ-spouse,Husband,Male,
578-80-8353,22.0,HS-grad,,Not-in-family,Male,
150-46-0687,37.0,,Married-civ-spouse,,Male,
299-20-1473,21.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
328-83-9066,38.0,Masters,Divorced,,,
906-97-1743,43.0,Assoc-voc,Married-civ-spouse,Husband,Male,
178-99-2628,23.0,Some-college,Divorced,Unmarried,Female,
487-59-2137,51.0,,Married-civ-spouse,Husband,Male,<=50K
783-78-3783,74.0,,Married-civ-spouse,,Female,<=50K
245-48-5257,46.0,Bachelors,Married-civ-spouse,Husband,Male,
333-53-8083,54.0,Bachelors,Divorced,Not-in-family,Female,
937-74-5699,44.0,HS-grad,Never-married,Not-in-family,,<=50K
712-86-8549,43.0,HS-grad,,,,>50K
242-90-5405,61.0,,Married-civ-spouse,,,
587-00-8598,52.0,HS-grad,,,Male,<=50K
448-24-9385,,,Married-civ-spouse,Husband,,<=50K
115-72-4815,39.0,,Married-civ-spouse,Husband,,
739-86-4864,44.0,,Never-married,Not-in-family,,<=50K
646-89-8033,42.0,,Separated,Unmarried,Female,<=50K
571-89-8033,50.0,,Married-civ-spouse,Husband,Male,
589-77-2726,21.0,HS-grad,Never-married,Own-child,Female,<=50K
923-15-7247,17.0,Some-college,Divorced,Own-child,,<=50K
054-48-4029,42.0,HS-grad,Married-civ-spouse,Husband,Male,
137-34-6437,21.0,,Divorced,Unmarried,,
325-09-2137,59.0,Some-college,Married-civ-spouse,Husband,,>50K
878-37-8377,62.0,,Married-civ-spouse,Husband,Male,<=50K
241-46-1916,23.0,,Married-civ-spouse,,Female,
511-70-1473,40.0,HS-grad,Divorced,Unmarried,Female,
102-88-6977,25.0,Some-college,,,,<=50K
125-36-8550,18.0,11th,Never-married,Own-child,,<=50K
374-14-0048,51.0,HS-grad,Divorced,Not-in-family,Female,
611-33-2923,65.0,Assoc-voc,Never-married,,Male,<=50K
976-53-5625,35.0,,Married-civ-spouse,,Female,>50K
579-85-2579,32.0,Some-college,Married-spouse-absent,Unmarried,Female,
314-71-1301,39.0,HS-grad,Divorced,,Male,
904-08-4765,68.0,,Married-civ-spouse,,Female,<=50K
720-94-5945,38.0,,Married-civ-spouse,Husband,Male,
889-37-3463,28.0,,Married-civ-spouse,Wife,Female,
300-18-4274,46.0,,Married-civ-spouse,Husband,Male,<=50K
720-82-3095,30.0,7th-8th,Divorced,,,
097-20-5159,42.0,Some-college,Never-married,Unmarried,Female,
668-98-0343,30.0,HS-grad,Married-civ-spouse,Husband,,
447-97-2972,21.0,,,,,
526-59-7051,38.0,Some-college,Never-married,Not-in-family,Male,
572-60-4422,40.0,,Married-civ-spouse,Husband,Male,>50K
282-73-9557,38.0,HS-grad,Separated,,,<=50K
098-09-5822,40.0,HS-grad,Married-civ-spouse,,,
652-64-1276,,Some-college,,Wife,Female,>50K
249-50-8599,49.0,7th-8th,Married-civ-spouse,Husband,Male,
045-39-3120,37.0,,Married-civ-spouse,Husband,,>50K
936-02-5797,39.0,HS-grad,Married-civ-spouse,Husband,Male,
465-69-4102,26.0,Bachelors,Married-civ-spouse,Wife,,
258-16-9532,61.0,Bachelors,Never-married,Not-in-family,Female,<=50K
323-12-6535,25.0,HS-grad,Separated,Not-in-family,Female,<=50K
572-29-7296,,,Never-married,,Male,<=50K
220-36-2407,,,Married-civ-spouse,Wife,,
714-80-3439,44.0,,Married-civ-spouse,Wife,Female,>50K
551-50-4913,42.0,,Married-civ-spouse,,Male,>50K
800-52-2112,,,Divorced,Not-in-family,Female,<=50K
962-16-2161,,,Never-married,,,<=50K
511-85-5036,49.0,HS-grad,Divorced,Unmarried,Female,<=50K
783-38-4520,33.0,Assoc-acdm,Never-married,,,<=50K
113-26-7813,45.0,,Married-civ-spouse,,,>50K
174-81-5724,18.0,HS-grad,,Not-in-family,Female,
648-80-2210,,Some-college,Never-married,Not-in-family,,
709-42-8746,62.0,,Married-civ-spouse,Husband,Male,<=50K
273-52-5798,25.0,Assoc-acdm,Never-married,Own-child,Male,<=50K
827-14-9876,21.0,Bachelors,Divorced,Not-in-family,,
835-96-4372,54.0,Some-college,,Husband,,
682-49-3856,46.0,,,Husband,Male,
417-04-5454,38.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
422-05-1596,49.0,,Divorced,Not-in-family,,<=50K
346-25-3070,22.0,HS-grad,Married-civ-spouse,,,<=50K
951-56-6338,55.0,HS-grad,,,,>50K
676-65-8475,68.0,,,,,<=50K
283-10-8107,58.0,Prof-school,Married-civ-spouse,Husband,,>50K
919-07-2480,,HS-grad,Married-civ-spouse,,,>50K
989-37-3463,42.0,,Married-civ-spouse,Husband,Male,<=50K
308-75-3070,54.0,,Married-civ-spouse,Wife,,
011-21-0073,19.0,Assoc-voc,,Not-in-family,Male,
617-62-8992,21.0,,Never-married,Own-child,Male,<=50K
780-28-2554,61.0,,Married-civ-spouse,Husband,Male,<=50K
617-38-3291,54.0,Prof-school,,Husband,Male,>50K
858-35-3807,19.0,,Never-married,Own-child,,<=50K
125-55-2825,,,Divorced,Not-in-family,Male,<=50K
778-16-3389,39.0,10th,Divorced,Unmarried,,<=50K
249-60-0736,44.0,,,Not-in-family,,
392-81-3267,,HS-grad,,Unmarried,Male,
337-80-7124,,Some-college,Never-married,Not-in-family,Female,<=50K
130-92-7518,32.0,,Married-civ-spouse,Husband,Male,
547-97-2972,26.0,,,,Female,<=50K
416-49-2628,38.0,,,Husband,,
546-16-0933,62.0,9th,,,Female,<=50K
004-20-7616,34.0,11th,Separated,Unmarried,Male,
693-33-5380,45.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
177-48-7714,54.0,Some-college,Married-civ-spouse,Husband,,>50K
621-80-5896,23.0,Some-college,,,Male,
075-33-7837,52.0,,,Unmarried,Female,
507-55-5282,33.0,,Married-civ-spouse,Husband,Male,
335-93-3660,,,Married-civ-spouse,,Female,>50K
781-72-6043,33.0,Assoc-voc,Never-married,Own-child,Male,<=50K
151-93-4889,39.0,,Married-civ-spouse,,,<=50K
209-85-8722,49.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
343-02-8255,35.0,Some-college,Never-married,,,
146-49-8771,,Some-college,,Husband,,
267-75-1842,18.0,,Never-married,,Male,<=50K
539-43-4888,25.0,,,Unmarried,Female,<=50K
199-66-2161,24.0,Some-college,Divorced,Unmarried,,<=50K
085-84-1523,31.0,Prof-school,,Not-in-family,Male,
029-45-3316,39.0,Some-college,,Not-in-family,Male,<=50K
788-66-7075,33.0,Some-college,Never-married,Not-in-family,Male,>50K
976-93-4888,32.0,,Married-civ-spouse,Husband,Male,>50K
973-98-6485,28.0,Some-college,Married-civ-spouse,Husband,,
192-56-7567,34.0,HS-grad,Divorced,Unmarried,Female,<=50K
799-93-8574,27.0,HS-grad,Never-married,Other-relative,,
336-08-7223,56.0,,Separated,Not-in-family,Male,
872-91-1547,26.0,Bachelors,Never-married,Other-relative,Male,
324-38-5749,50.0,Bachelors,Married-civ-spouse,Husband,,<=50K
707-40-1719,26.0,,,,,<=50K
795-70-0244,75.0,HS-grad,Married-spouse-absent,Not-in-family,Female,
068-33-5380,46.0,Bachelors,Divorced,Not-in-family,,
587-34-6436,42.0,HS-grad,Never-married,,Male,
008-81-4496,46.0,Some-college,Separated,Not-in-family,Female,
015-38-6977,41.0,,Never-married,,,<=50K
198-77-1498,32.0,12th,,Husband,Male,<=50K
140-47-9115,28.0,HS-grad,Married-civ-spouse,,,
058-26-1670,22.0,Some-college,Never-married,Not-in-family,,
983-84-5207,21.0,,Divorced,Unmarried,Male,<=50K
687-46-9286,51.0,Some-college,Divorced,Not-in-family,Male,
684-33-6608,34.0,Assoc-voc,Divorced,,Male,<=50K
685-87-2235,,,,Own-child,,<=50K
196-52-9483,30.0,7th-8th,Never-married,,,<=50K
471-49-8771,19.0,,Married-civ-spouse,,Female,
322-60-4422,61.0,Some-college,Married-civ-spouse,Wife,,
180-77-3955,29.0,HS-grad,Divorced,Unmarried,Female,
130-46-6830,24.0,,Married-civ-spouse,Husband,,
983-56-8795,49.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
557-03-3168,,Some-college,,,Male,
354-14-6191,35.0,HS-grad,Divorced,Unmarried,Female,<=50K
334-76-6584,43.0,HS-grad,Married-civ-spouse,Wife,Female,
906-32-6780,33.0,,Never-married,,Male,
076-99-6314,56.0,,Married-civ-spouse,Husband,Male,>50K
815-78-6239,54.0,,Separated,,Male,
320-23-9557,63.0,,Married-civ-spouse,,,>50K
556-72-6043,24.0,,Never-married,Own-child,,<=50K
924-38-5748,35.0,,Married-civ-spouse,Husband,,<=50K
755-71-2529,,,,Other-relative,Female,<=50K
885-35-0121,,,Married-civ-spouse,Husband,,
256-17-3218,37.0,,Married-civ-spouse,Husband,,<=50K
384-09-0908,26.0,HS-grad,,Husband,Male,<=50K
587-37-7149,29.0,,Married-civ-spouse,Husband,,
607-40-1719,58.0,,Married-civ-spouse,,Female,<=50K
993-33-5379,,Assoc-voc,Married-civ-spouse,Wife,Female,<=50K
414-49-6314,28.0,,Married-civ-spouse,,Male,
594-04-1768,20.0,,Divorced,Unmarried,Female,<=50K
232-77-0270,33.0,,Divorced,Not-in-family,,>50K
514-25-0613,22.0,Some-college,Widowed,,,
129-88-3292,82.0,12th,Married-civ-spouse,Husband,Male,>50K
841-92-2603,34.0,HS-grad,,Husband,,
387-19-2874,41.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
318-67-3218,27.0,,Married-civ-spouse,Husband,Male,<=50K
313-88-2063,21.0,,,Not-in-family,Male,
917-62-8991,67.0,,Never-married,Not-in-family,,
312-25-4299,26.0,12th,Divorced,,Male,<=50K
447-02-0884,24.0,Bachelors,Married-civ-spouse,Own-child,,<=50K
067-87-4692,24.0,HS-grad,Never-married,Own-child,Male,
241-92-2604,,10th,,Husband,Male,
391-00-1228,39.0,Some-college,Never-married,,Female,
953-62-4077,,HS-grad,,,,
411-60-9336,38.0,Some-college,,,Female,>50K
489-80-3439,,,Married-civ-spouse,Husband,,>50K
639-40-4176,32.0,,Married-civ-spouse,Husband,,>50K
150-64-4962,40.0,,Married-civ-spouse,Husband,,
160-90-2948,68.0,Masters,Never-married,Unmarried,,<=50K
573-31-0810,42.0,Bachelors,Married-civ-spouse,Husband,Male,
988-72-8500,,HS-grad,Married-civ-spouse,,Male,
070-42-3832,21.0,,,Own-child,Female,<=50K
857-37-1006,21.0,Bachelors,Never-married,Not-in-family,Female,<=50K
258-56-8795,66.0,HS-grad,,Unmarried,Female,
195-57-7395,22.0,,Never-married,,Male,
520-48-5257,51.0,,Divorced,Unmarried,,
469-77-8869,,11th,Married-civ-spouse,Husband,Male,<=50K
620-27-0269,42.0,10th,Never-married,Own-child,Female,
637-10-0736,62.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
942-41-4003,,,Divorced,Not-in-family,Female,
135-13-5135,35.0,HS-grad,Never-married,Not-in-family,Female,
897-88-0834,40.0,HS-grad,Never-married,Not-in-family,Male,
538-29-8525,44.0,HS-grad,Married-civ-spouse,Husband,Male,
769-68-6731,31.0,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
719-93-2431,48.0,Bachelors,,Husband,,
160-07-3709,36.0,HS-grad,Widowed,Not-in-family,,<=50K
219-96-3144,23.0,Bachelors,Never-married,Not-in-family,,
135-81-0810,42.0,,Married-civ-spouse,Wife,Female,>50K
196-25-3071,46.0,,Married-civ-spouse,Husband,,<=50K
959-45-9458,32.0,,Divorced,Unmarried,Female,
426-81-2038,46.0,HS-grad,Never-married,Not-in-family,Male,<=50K
111-94-7174,40.0,,Never-married,Not-in-family,Male,<=50K
291-36-9778,32.0,,,Unmarried,Male,<=50K
849-72-3586,29.0,Bachelors,Divorced,Not-in-family,Male,
740-47-9114,29.0,Assoc-acdm,Married-civ-spouse,,Female,
882-61-6706,53.0,Some-college,Married-civ-spouse,Husband,,>50K
596-52-9483,,Some-college,,Own-child,,<=50K
772-48-1571,21.0,Some-college,Never-married,Own-child,Female,
421-43-7346,29.0,Masters,Never-married,Not-in-family,Female,<=50K
828-56-2652,,Bachelors,Divorced,Not-in-family,Male,
841-86-1178,24.0,HS-grad,Divorced,Not-in-family,Female,<=50K
332-52-4569,35.0,,,Not-in-family,Male,<=50K
206-26-5356,23.0,,,,Male,
302-18-0589,23.0,Some-college,,Not-in-family,,
761-33-2923,42.0,HS-grad,,Other-relative,Male,<=50K
727-70-2701,38.0,,Married-civ-spouse,,Male,
132-12-5306,33.0,,Married-civ-spouse,Wife,,<=50K
894-96-3144,46.0,HS-grad,,,Female,<=50K
213-35-9950,30.0,11th,Married-civ-spouse,Husband,Male,<=50K
572-91-1547,25.0,11th,Never-married,Not-in-family,,<=50K
887-22-3586,40.0,,Divorced,Unmarried,Male,
573-64-8648,45.0,Assoc-voc,Divorced,Not-in-family,Female,>50K
580-55-8967,39.0,Bachelors,Married-civ-spouse,Husband,,
910-19-6559,61.0,,,Not-in-family,Female,<=50K
223-03-4397,53.0,Bachelors,Married-civ-spouse,Husband,Male,
431-38-8205,30.0,9th,Never-married,,,<=50K
162-43-8574,60.0,HS-grad,Never-married,Not-in-family,,
943-21-2529,44.0,HS-grad,Married-civ-spouse,,Male,>50K
268-05-8967,37.0,,,Unmarried,,
322-32-8009,62.0,Bachelors,Married-civ-spouse,Husband,Male,
705-46-6829,51.0,Assoc-acdm,,Husband,Male,
614-46-5601,30.0,Masters,,Wife,,
694-19-5331,53.0,Bachelors,Married-civ-spouse,,Female,
790-38-6977,31.0,Bachelors,Widowed,,Male,
654-72-9729,44.0,,,Husband,,<=50K
702-82-5552,,10th,,,Male,
901-04-4225,35.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
657-77-0269,54.0,Bachelors,Married-civ-spouse,,Male,>50K
671-65-2333,34.0,,Married-civ-spouse,,Male,<=50K
009-21-3759,41.0,5th-6th,Married-civ-spouse,Husband,Male,>50K
890-01-8426,29.0,HS-grad,Married-civ-spouse,Husband,,
071-59-0909,59.0,,Never-married,,Male,<=50K
818-21-2529,39.0,Masters,Married-civ-spouse,,Male,>50K
193-98-0343,42.0,Bachelors,Never-married,,Female,<=50K
490-23-3414,32.0,Bachelors,Never-married,,Male,<=50K
097-38-9434,46.0,,Married-civ-spouse,,,>50K
393-64-2505,48.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
419-22-6043,17.0,,Never-married,Own-child,,
923-83-2922,40.0,11th,Separated,,,<=50K
111-39-4348,50.0,Prof-school,Married-civ-spouse,,Female,<=50K
358-13-8820,52.0,,Married-civ-spouse,Husband,Male,>50K
210-38-0835,41.0,,Married-civ-spouse,Wife,Female,<=50K
716-18-5502,53.0,,Married-civ-spouse,Husband,,
030-09-8280,50.0,HS-grad,,,,>50K
033-23-0958,,10th,Married-civ-spouse,,Male,
590-47-9114,36.0,,Divorced,,,
626-10-5650,32.0,Assoc-acdm,,Husband,,<=50K
137-16-2162,25.0,HS-grad,Married-spouse-absent,Not-in-family,Male,
918-79-6067,39.0,HS-grad,,Husband,,
501-04-4225,38.0,Some-college,Never-married,Not-in-family,,<=50K
130-43-6117,28.0,Bachelors,,Own-child,Male,<=50K
722-57-3709,41.0,Some-college,,,,
420-57-7395,52.0,11th,Never-married,Not-in-family,,
457-70-8844,45.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
385-53-4397,20.0,,Widowed,,Female,
957-67-8131,54.0,Some-college,Married-civ-spouse,Husband,,<=50K
172-91-1547,47.0,Bachelors,Married-civ-spouse,Husband,Male,
422-32-8009,52.0,HS-grad,Never-married,Not-in-family,Female,
776-44-3488,44.0,,Separated,Not-in-family,Male,
371-95-9459,18.0,Some-college,Married-civ-spouse,,Female,
528-90-0490,28.0,,Married-civ-spouse,,Female,
811-08-7222,21.0,HS-grad,Never-married,Own-child,Male,
315-07-9852,31.0,,Married-civ-spouse,Wife,,>50K
086-73-2186,36.0,,Never-married,Own-child,Male,<=50K
959-52-0883,,Bachelors,Never-married,Own-child,Male,
759-18-3045,37.0,HS-grad,Married-civ-spouse,Husband,,
859-64-3733,30.0,Some-college,,Husband,,>50K
469-96-3144,39.0,Some-college,Divorced,,,<=50K
780-62-0392,56.0,Some-college,Never-married,Not-in-family,Male,<=50K
113-60-5650,37.0,Assoc-voc,,Husband,Male,<=50K
706-48-0343,17.0,Bachelors,Never-married,Own-child,Female,<=50K
598-24-9385,51.0,Masters,Never-married,Not-in-family,,
364-52-7026,29.0,Some-college,Never-married,,,<=50K
456-11-1793,33.0,,Married-civ-spouse,Husband,,>50K
711-05-6510,37.0,Prof-school,Married-civ-spouse,Husband,,<=50K
902-88-6976,67.0,HS-grad,Married-civ-spouse,Husband,,<=50K
475-76-7812,27.0,,Never-married,Not-in-family,Male,<=50K
974-87-7148,34.0,Bachelors,,Own-child,Male,<=50K
299-53-9311,35.0,HS-grad,Married-civ-spouse,Own-child,,
288-69-7788,20.0,Some-college,Never-married,,,<=50K
812-68-4274,,HS-grad,,Unmarried,,<=50K
170-91-5233,36.0,Some-college,Never-married,,Male,<=50K
471-00-7370,36.0,Some-college,Married-civ-spouse,Husband,,
365-07-9852,22.0,HS-grad,Never-married,Not-in-family,Female,
421-95-9459,,Bachelors,Married-civ-spouse,Husband,,<=50K
805-03-6854,55.0,HS-grad,,Wife,,
071-34-5208,45.0,Bachelors,Widowed,Not-in-family,Male,>50K
704-39-1891,56.0,Doctorate,Married-civ-spouse,Wife,Female,
834-30-5895,,HS-grad,Married-civ-spouse,Wife,Female,>50K
619-10-3193,,Assoc-voc,Never-married,Not-in-family,,<=50K
663-29-8525,,Some-college,Married-civ-spouse,Husband,,<=50K
111-60-9336,48.0,Bachelors,Married-civ-spouse,Husband,,>50K
354-33-0466,63.0,HS-grad,Married-civ-spouse,Husband,,<=50K
058-66-0933,42.0,Assoc-acdm,,Husband,,
975-30-7124,33.0,HS-grad,Married-civ-spouse,Wife,,
221-25-3071,46.0,Bachelors,Divorced,Unmarried,,
270-73-0957,31.0,,Never-married,Unmarried,,<=50K
401-75-0613,48.0,HS-grad,,,Male,
673-43-3660,50.0,11th,Married-civ-spouse,,Male,
820-27-0269,,Masters,Married-civ-spouse,,Female,<=50K
790-17-1989,27.0,,,Not-in-family,,<=50K
958-81-4495,28.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
129-05-4053,42.0,Some-college,Divorced,Unmarried,,<=50K
768-45-8230,30.0,HS-grad,Never-married,Own-child,,<=50K
482-46-3144,29.0,HS-grad,Married-civ-spouse,Wife,Female,
652-27-2726,31.0,1st-4th,Married-civ-spouse,,Male,<=50K
870-30-0981,48.0,HS-grad,Divorced,Unmarried,Female,<=50K
517-56-7567,54.0,Some-college,Never-married,,,
297-20-5159,48.0,HS-grad,,Unmarried,Female,<=50K
078-74-6928,23.0,10th,,,Male,
443-76-5355,46.0,Doctorate,Married-civ-spouse,Wife,,>50K
400-30-7124,37.0,,Married-civ-spouse,,,>50K
459-18-3046,29.0,12th,Divorced,Not-in-family,,<=50K
631-35-7493,60.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
473-12-6535,28.0,,Never-married,,Female,<=50K
178-13-2677,43.0,Some-college,Never-married,Not-in-family,,<=50K
063-51-3513,20.0,HS-grad,,Own-child,,
079-54-5454,31.0,HS-grad,Never-married,,,<=50K
083-26-1670,49.0,HS-grad,Never-married,,,<=50K
368-64-2505,19.0,Some-college,Never-married,Own-child,Female,
197-60-4422,24.0,,Never-married,Own-child,,<=50K
408-47-6658,21.0,HS-grad,Married-civ-spouse,,,>50K
896-52-9483,44.0,HS-grad,Married-civ-spouse,Husband,,<=50K
336-33-2923,27.0,11th,Never-married,Own-child,Female,<=50K
591-79-9753,58.0,Some-college,Never-married,Not-in-family,,
825-55-2824,29.0,,Never-married,,,
032-40-1719,29.0,HS-grad,Divorced,Unmarried,Male,<=50K
616-64-6191,29.0,,Divorced,Not-in-family,,
973-34-1522,19.0,,Never-married,Own-child,Male,
316-55-4053,,HS-grad,Married-civ-spouse,,Female,<=50K
274-81-5724,52.0,5th-6th,,Not-in-family,,
973-64-8647,36.0,Bachelors,,Husband,,<=50K
533-69-1645,35.0,Masters,Never-married,Not-in-family,,<=50K
149-93-8574,36.0,,Never-married,,Female,
322-08-2309,,Some-college,Divorced,Own-child,,<=50K
441-70-7616,34.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
566-18-5503,23.0,,,,Male,<=50K
744-07-2480,21.0,HS-grad,Never-married,Not-in-family,Male,
303-90-0491,44.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
491-76-9041,43.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
889-58-8451,32.0,,Never-married,Unmarried,,
590-63-2677,64.0,,Never-married,Unmarried,Female,<=50K
405-15-9704,18.0,Masters,,Own-child,Male,
576-59-7051,29.0,Bachelors,Divorced,Not-in-family,Male,<=50K
950-03-0711,37.0,,Married-civ-spouse,Husband,Male,<=50K
188-75-9213,21.0,,,Other-relative,Female,<=50K
383-59-9508,26.0,Some-college,Never-married,Not-in-family,Female,<=50K
547-48-1571,51.0,,,,,
765-38-6977,33.0,,Divorced,,Male,<=50K
924-96-9286,33.0,Assoc-acdm,Divorced,Unmarried,Female,<=50K
249-10-9336,59.0,Some-college,Divorced,Not-in-family,,
577-67-1989,26.0,Assoc-voc,Married-civ-spouse,Husband,,
087-92-9975,67.0,Doctorate,Married-civ-spouse,Husband,,<=50K
542-87-4692,53.0,Masters,Divorced,Not-in-family,Male,<=50K
248-74-0785,42.0,HS-grad,Married-civ-spouse,Husband,Male,
697-42-0146,21.0,7th-8th,Never-married,Own-child,Male,<=50K
116-15-4791,30.0,,,Husband,Male,>50K
597-75-7984,36.0,HS-grad,,Not-in-family,,<=50K
880-92-7517,60.0,HS-grad,,Husband,Male,>50K
909-98-1571,33.0,Some-college,Married-civ-spouse,Husband,,
681-38-8205,17.0,Assoc-voc,Never-married,Other-relative,,
260-68-7960,41.0,Bachelors,Married-civ-spouse,,,>50K
374-53-9311,49.0,,Married-civ-spouse,Husband,Male,
967-59-8279,22.0,Bachelors,Never-married,Own-child,,
527-24-2014,22.0,,,Own-child,Male,
069-90-1719,63.0,,Married-civ-spouse,Husband,Male,<=50K
406-51-1056,45.0,,,Husband,Male,<=50K
809-64-3733,,HS-grad,Never-married,Not-in-family,Male,
550-52-2112,37.0,,Divorced,Not-in-family,,>50K
712-16-2161,31.0,,Divorced,Unmarried,Male,<=50K
363-35-9950,52.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
052-27-2727,17.0,,Divorced,Not-in-family,Male,<=50K
342-32-1866,21.0,Some-college,,Own-child,,<=50K
017-93-6117,21.0,Bachelors,Never-married,Not-in-family,Female,
473-83-2923,21.0,Some-college,Divorced,Unmarried,,
619-41-0318,36.0,,,Husband,,
